ID;Year_Birth;Age;AgeGroup;Education;Marital_Status;Income;IncomeGroup;Kidhome;Teenhome;Dt_Customer;Recency;DtGroup;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;DealPurchasesGroup;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;RecencyProp;AcceptedCmp2;ComplainNoYes;Complain;Z_CostContact;Z_Revenue;Response;WebVisitGroup;AcceptedCmp1Group;AcceptedCmp2Group;AcceptedCmp3Group;AcceptedCmp4Group;AcceptedCmp5Group
4415;1961;53;45-54 y.o.;Graduation;Married;16860.0;Lower Class;1;1;12/09/2012;19;Unknown;10;4;4;3;3;14;Yes;3;1;1;3;7;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
3005;1992;22;18-24 y.o.;Graduation;Single;83528.0;Upper Class;0;0;01/05/2014;7;Unknown;530;117;678;134;44;147;Yes;1;4;10;8;1;1;0;0;1;1 month;0;No;0;3;11;1;Low Freq Visit;Yes;No;Yes;No;No
2223;1965;49;45-54 y.o.;2n Cycle;Divorced;64176.0;Middle Class;0;1;03/08/2012;52;Unknown;1215;33;249;64;116;149;Yes;8;8;9;8;6;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
4817;1956;58;55-64 y.o.;Graduation;Divorced;22304.0;Lower Class;0;0;04/08/2012;91;Unknown;3;2;7;0;4;2;Yes;1;1;0;2;8;0;0;0;0;3 months+;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
2875;1978;36;35-44 y.o.;Graduation;Married;67023.0;Middle Class;0;0;04/03/2014;93;Unknown;444;44;382;11;8;17;Yes;1;3;7;13;2;0;0;0;0;3 months+;0;Yes;1;3;11;0;Low Freq Visit;No;No;No;No;No
10536;1971;43;35-44 y.o.;PhD;Together;32892.0;Middle Class;1;0;25/05/2014;78;Unknown;26;0;15;2;1;2;Yes;2;3;0;3;8;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
11112;1966;48;45-54 y.o.;Graduation;Together;70713.0;Middle Class;0;1;03/12/2012;23;Unknown;736;114;279;82;76;190;Yes;6;5;6;8;3;0;0;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
3807;1955;59;55-64 y.o.;Graduation;Together;59925.0;Middle Class;0;1;30/11/2012;83;Unknown;473;21;176;19;21;56;Yes;3;9;2;9;6;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
9197;1953;61;55-64 y.o.;Graduation;Married;39722.0;Middle Class;0;1;24/02/2014;92;Unknown;32;0;5;2;0;8;Yes;2;2;0;3;5;0;0;0;0;3 months+;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
10832;1958;56;55-64 y.o.;Graduation;Together;46610.0;Middle Class;0;0;18/07/2013;4;Unknown;288;10;30;4;10;125;Yes;1;6;1;6;6;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
6421;1961;53;45-54 y.o.;Graduation;Together;88347.0;Upper Class;0;0;03/07/2013;32;Unknown;1050;178;555;77;138;118;Yes;1;4;7;9;1;0;0;0;1;2 months;0;No;0;3;11;0;Low Freq Visit;Yes;No;No;No;No
4207;1981;33;25-34 y.o.;PhD;Married;87171.0;Upper Class;0;0;01/05/2013;27;Unknown;1001;44;107;58;44;44;Yes;1;6;7;11;2;1;0;1;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;Yes;No;Yes
577;1976;38;35-44 y.o.;2n Cycle;Together;26907.0;Middle Class;1;1;20/08/2013;10;Unknown;9;1;7;0;3;2;Yes;2;1;0;3;7;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
10855;1968;46;45-54 y.o.;Master;Single;50014.0;Middle Class;1;0;22/01/2014;9;Unknown;234;14;77;19;10;42;Yes;2;4;1;8;5;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
3081;1978;36;35-44 y.o.;PhD;Married;41014.0;Middle Class;1;0;22/04/2013;65;Unknown;7;2;6;2;0;3;Yes;1;1;0;2;7;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
3535;1965;49;45-54 y.o.;Graduation;Single;66294.0;Middle Class;0;0;17/03/2014;68;Unknown;251;108;334;65;92;117;Yes;1;4;3;5;2;0;0;0;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
247;1971;43;35-44 y.o.;Graduation;Married;36715.0;Middle Class;1;0;17/11/2012;16;Unknown;172;10;125;21;13;16;Yes;6;7;2;4;9;0;0;0;0;1 month;0;No;0;3;11;1;High Freq Visit;No;No;No;No;No
8707;1956;58;55-64 y.o.;Graduation;Married;79456.0;Upper Class;0;0;22/08/2012;12;Unknown;565;42;548;64;83;99;Yes;1;5;6;4;3;0;0;0;0;1 month;0;No;0;3;11;1;Low Freq Visit;No;No;No;No;No
9523;1982;32;25-34 y.o.;Graduation;Together;40479.0;Middle Class;1;0;17/08/2013;95;Unknown;5;0;8;2;0;0;Yes;1;0;0;3;4;0;0;0;0;3 months+;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
6072;1970;44;35-44 y.o.;Master;Single;75345.0;Upper Class;0;0;02/02/2013;16;Unknown;918;57;842;99;38;133;Yes;1;5;8;6;3;0;0;0;1;1 month;0;No;0;3;11;1;Low Freq Visit;Yes;No;No;No;No
6295;1977;37;35-44 y.o.;Graduation;Married;54233.0;Middle Class;0;1;04/02/2013;46;Unknown;652;8;158;21;0;142;Yes;4;11;6;5;8;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
10914;1970;44;35-44 y.o.;Graduation;Single;24163.0;Lower Class;1;1;12/10/2013;3;Unknown;4;1;7;2;1;2;Yes;2;1;0;3;4;0;0;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
1509;1958;56;55-64 y.o.;PhD;Together;84460.0;Upper Class;0;0;04/01/2013;80;Unknown;152;27;103;106;54;81;No;0;9;9;4;5;0;1;1;1;3 months;1;No;0;3;11;1;High Freq Visit;Yes;Yes;No;Yes;Yes
5577;1983;31;25-34 y.o.;Graduation;Together;43776.0;Middle Class;1;0;03/05/2014;77;Unknown;8;0;9;2;1;3;Yes;1;1;0;2;6;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
7348;1958;56;55-64 y.o.;PhD;Single;71691.0;Middle Class;0;0;17/03/2014;0;Unknown;336;130;411;240;32;43;Yes;1;4;7;5;2;0;0;0;0;1 month;0;No;0;3;11;1;Low Freq Visit;No;No;No;No;No
1127;1973;41;35-44 y.o.;PhD;Married;85844.0;Upper Class;0;0;29/05/2014;62;Unknown;938;19;843;25;95;38;Yes;1;6;6;7;2;0;0;1;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;Yes
1833;1974;40;35-44 y.o.;PhD;Single;39190.0;Middle Class;1;0;26/04/2014;91;Unknown;68;8;18;19;8;12;Yes;2;2;1;4;5;0;0;0;0;3 months+;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
4944;1959;55;55-64 y.o.;Graduation;Together;71367.0;Middle Class;0;0;23/08/2013;24;Unknown;227;23;389;42;21;75;Yes;1;4;5;7;2;0;0;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
9080;1972;42;35-44 y.o.;PhD;Single;38578.0;Middle Class;1;1;22/06/2013;2;Unknown;38;4;22;3;3;3;Yes;3;3;0;3;8;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
6466;1965;49;45-54 y.o.;PhD;Married;57236.0;Middle Class;1;1;12/03/2014;22;Unknown;105;0;9;2;1;4;Yes;3;2;1;4;3;0;0;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
9964;1979;35;35-44 y.o.;Graduation;Single;61825.0;Middle Class;0;1;07/08/2013;56;Unknown;162;50;100;55;30;27;Yes;1;4;2;8;4;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
4790;1958;56;55-64 y.o.;Graduation;Divorced;79803.0;Upper Class;0;1;02/06/2014;54;Unknown;574;8;216;21;16;33;Yes;1;4;3;5;1;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
10245;1986;28;25-34 y.o.;2n Cycle;Single;80910.0;Upper Class;0;0;31/10/2012;71;Unknown;160;80;369;67;39;41;Yes;1;3;3;8;1;0;0;0;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
1109;1982;32;25-34 y.o.;Master;Together;27590.0;Middle Class;1;0;23/04/2013;38;Unknown;6;0;5;0;0;1;Yes;1;1;0;2;7;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
6001;1979;35;35-44 y.o.;Graduation;Married;56775.0;Middle Class;0;1;02/01/2013;62;Unknown;614;35;160;58;35;35;Yes;2;5;8;10;5;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
5538;1975;39;35-44 y.o.;Graduation;Divorced;83829.0;Upper Class;0;0;08/10/2013;78;Unknown;897;161;430;186;161;27;No;0;4;7;6;1;1;0;1;1;3 months;0;No;0;3;11;1;Low Freq Visit;Yes;No;Yes;No;Yes
10552;1979;35;35-44 y.o.;2n Cycle;Married;54210.0;Middle Class;0;1;20/05/2013;18;Unknown;70;54;109;80;9;45;Yes;2;4;1;7;5;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
1545;1986;28;25-34 y.o.;Graduation;Married;38508.0;Middle Class;1;0;02/08/2013;95;Unknown;120;19;206;25;19;54;Yes;6;7;2;5;8;0;0;0;0;3 months+;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
7409;1970;44;35-44 y.o.;Graduation;Together;53187.0;Middle Class;1;0;26/10/2013;66;Unknown;211;2;30;7;7;10;Yes;2;4;1;6;5;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
4444;1972;42;35-44 y.o.;Graduation;Married;30023.0;Middle Class;1;0;24/03/2014;28;Unknown;11;0;16;7;6;21;Yes;1;2;0;3;8;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
146;1960;54;45-54 y.o.;PhD;Single;76045.0;Upper Class;0;0;15/11/2013;78;Unknown;760;53;400;17;93;0;Yes;1;4;5;11;2;0;0;0;1;3 months;0;No;0;3;11;0;Low Freq Visit;Yes;No;No;No;No
6271;1952;62;55-64 y.o.;PhD;Married;50870.0;Middle Class;0;1;19/06/2014;13;Unknown;53;0;8;0;0;2;Yes;1;2;0;3;5;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
10065;1970;44;35-44 y.o.;2n Cycle;Married;15315.0;Lower Class;0;0;03/08/2013;27;Unknown;7;4;13;15;8;17;Yes;2;2;0;4;5;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
4741;1974;40;35-44 y.o.;2n Cycle;Married;65463.0;Middle Class;1;0;30/01/2014;17;Unknown;391;32;70;21;32;16;Yes;2;6;2;9;5;0;1;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;Yes;No
246;1965;49;45-54 y.o.;Graduation;Married;66480.0;Middle Class;1;1;31/05/2014;71;Unknown;199;9;57;20;21;6;Yes;7;4;1;7;4;0;0;0;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
375;1954;60;55-64 y.o.;Graduation;Divorced;76773.0;Upper Class;0;0;25/02/2013;79;Unknown;516;56;449;86;33;16;Yes;1;2;2;11;1;0;0;0;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
1524;1983;31;25-34 y.o.;2n Cycle;Single;81698.0;Upper Class;0;0;01/03/2013;1;Unknown;709;45;115;30;160;45;Yes;1;8;2;5;5;0;0;0;1;1 month;0;No;0;3;11;1;High Freq Visit;Yes;No;No;No;No
10022;1973;41;35-44 y.o.;PhD;Single;54466.0;Middle Class;1;1;09/02/2014;78;Unknown;12;0;4;0;0;0;Yes;1;1;0;2;5;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
7451;1960;54;45-54 y.o.;Master;Single;98777.0;Upper Class;0;0;17/02/2014;23;Unknown;1000;19;711;125;115;38;No;0;4;6;9;1;0;1;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;Yes;No
11010;1984;30;25-34 y.o.;PhD;Single;16269.0;Lower Class;1;0;30/08/2013;75;Unknown;19;3;18;3;1;0;Yes;3;3;0;3;8;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
4356;1971;43;35-44 y.o.;Graduation;Together;71819.0;Middle Class;0;1;28/08/2013;70;Unknown;1224;28;140;0;14;168;Yes;3;3;3;5;6;0;1;1;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;Yes;Yes
3885;1983;31;25-34 y.o.;PhD;Married;33569.0;Middle Class;1;0;16/10/2013;10;Unknown;16;2;18;3;0;24;Yes;1;1;1;2;8;1;0;0;0;1 month;0;No;0;3;11;1;High Freq Visit;No;No;Yes;No;No
1175;1983;31;25-34 y.o.;Master;Married;36262.0;Middle Class;0;0;20/09/2013;24;Unknown;88;39;54;64;28;153;Yes;1;3;5;3;6;1;0;0;0;1 month;0;No;0;3;11;1;High Freq Visit;No;No;Yes;No;No
880;1966;48;45-54 y.o.;Basic;Together;22634.0;Lower Class;0;0;16/01/2013;47;Unknown;2;23;11;8;6;46;Yes;1;2;1;2;8;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
2320;1978;36;35-44 y.o.;2n Cycle;Married;47025.0;Middle Class;0;1;12/09/2013;98;Unknown;508;11;59;23;5;29;Yes;5;11;1;6;9;0;0;0;0;3 months+;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
850;1968;46;45-54 y.o.;Graduation;Single;70566.0;Middle Class;0;1;06/10/2013;4;Unknown;381;28;215;84;28;21;Yes;2;6;5;9;3;0;0;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
4713;1979;35;35-44 y.o.;PhD;Married;31605.0;Middle Class;1;0;22/11/2012;15;Unknown;74;0;42;2;1;6;Yes;2;2;1;4;7;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
675;1973;41;35-44 y.o.;Master;Divorced;52034.0;Middle Class;1;1;17/05/2013;67;Unknown;146;0;93;7;13;73;Yes;5;4;2;5;7;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
5025;1979;35;35-44 y.o.;Graduation;Single;48526.0;Middle Class;1;0;24/12/2013;32;Unknown;23;17;23;43;20;9;Yes;1;2;1;4;3;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
2308;1954;60;55-64 y.o.;Graduation;Married;46734.0;Middle Class;0;1;18/11/2012;40;Unknown;110;5;137;26;23;29;Yes;2;6;1;5;7;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
5995;1962;52;45-54 y.o.;Graduation;Divorced;39552.0;Middle Class;1;1;18/12/2012;54;Unknown;165;3;147;4;24;41;Yes;7;6;2;5;8;0;0;0;0;2 months;0;No;0;3;11;1;High Freq Visit;No;No;No;No;No
6749;1966;48;45-54 y.o.;Graduation;Single;86358.0;Upper Class;1;1;08/08/2012;78;Unknown;957;47;494;82;47;95;Yes;4;5;3;6;8;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
1010;1977;37;35-44 y.o.;Graduation;Together;46931.0;Middle Class;2;1;24/04/2014;94;Unknown;41;0;17;3;1;16;Yes;2;1;1;3;3;0;0;0;0;3 months+;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
8977;1985;29;25-34 y.o.;Basic;Single;16581.0;Lower Class;0;0;12/01/2013;51;Unknown;1;3;4;2;3;11;Yes;1;0;0;3;4;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
4756;1952;62;55-64 y.o.;2n Cycle;Divorced;63998.0;Middle Class;0;0;20/12/2013;42;Unknown;176;29;818;0;33;112;Yes;1;7;6;11;4;0;0;0;0;2 months;0;No;0;3;11;1;Low Freq Visit;No;No;No;No;No
3412;1951;63;55-64 y.o.;Master;Married;67381.0;Middle Class;0;1;15/01/2013;67;Unknown;815;8;53;11;0;70;Yes;4;2;2;9;7;0;1;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;Yes;No
606;1967;47;45-54 y.o.;Graduation;Single;25930.0;Middle Class;1;1;10/10/2013;87;Unknown;6;1;2;2;0;4;Yes;1;1;0;2;7;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
5961;1978;36;35-44 y.o.;Graduation;Married;42693.0;Middle Class;1;0;07/06/2014;29;Unknown;8;4;20;6;3;16;Yes;1;1;0;3;5;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
2975;1976;38;35-44 y.o.;Graduation;Together;85606.0;Upper Class;0;1;12/11/2012;89;Unknown;717;42;864;219;30;84;Yes;2;6;7;9;3;0;0;0;1;3 months;0;No;0;3;11;0;Low Freq Visit;Yes;No;No;No;No
2894;1985;29;25-34 y.o.;Graduation;Single;72903.0;Upper Class;0;0;29/10/2013;74;Unknown;1067;138;750;0;19;39;Yes;1;7;5;8;4;0;1;1;1;3 months;0;No;0;3;11;1;Low Freq Visit;Yes;No;No;Yes;Yes
7613;1974;40;35-44 y.o.;2n Cycle;Together;49669.0;Middle Class;1;0;24/05/2014;97;Unknown;166;5;107;11;8;29;Yes;2;5;1;6;6;0;0;0;0;3 months+;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
10542;1968;46;45-54 y.o.;PhD;Married;36778.0;Middle Class;1;1;05/08/2012;63;Unknown;29;4;34;2;4;4;Yes;3;3;0;3;9;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
8015;1962;52;45-54 y.o.;PhD;Divorced;85696.0;Upper Class;0;0;03/05/2013;88;Unknown;714;76;395;116;0;12;Yes;1;4;6;9;1;0;0;0;0;3 months;0;No;0;3;11;1;Low Freq Visit;No;No;No;No;No
10617;1989;25;25-34 y.o.;Master;Divorced;10979.0;Lower Class;0;0;22/05/2014;34;Unknown;8;4;10;2;2;4;Yes;2;3;0;3;5;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
11166;1961;53;45-54 y.o.;Graduation;Married;49678.0;Middle Class;0;1;02/02/2013;81;Unknown;229;5;56;3;2;20;Yes;2;6;2;4;7;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
849;1953;61;55-64 y.o.;Master;Together;56129.0;Middle Class;0;1;20/06/2013;65;Unknown;320;48;133;39;72;48;Yes;4;6;2;10;4;0;0;0;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
523;1989;25;25-34 y.o.;Graduation;Married;37155.0;Middle Class;1;0;31/01/2013;51;Unknown;23;0;26;7;15;3;Yes;1;2;0;4;5;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
4066;1978;36;35-44 y.o.;2n Cycle;Divorced;21282.0;Lower Class;1;0;11/05/2014;76;Unknown;1;5;8;4;8;20;Yes;2;2;1;2;6;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
8414;1962;52;45-54 y.o.;PhD;Single;33419.0;Middle Class;0;1;17/08/2013;76;Unknown;56;0;12;0;0;18;Yes;2;2;0;4;7;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
819;1945;69;65+ y.o.;Graduation;Widow;63285.0;Middle Class;0;0;05/11/2013;84;Unknown;508;124;249;50;38;134;Yes;1;6;5;13;3;0;0;0;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
4961;1974;40;35-44 y.o.;Master;Together;21255.0;Lower Class;1;0;21/01/2014;56;Unknown;29;0;25;2;2;3;Yes;4;2;1;4;4;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
749;1981;33;25-34 y.o.;Graduation;Together;42162.0;Middle Class;1;0;19/11/2013;31;Unknown;46;7;59;2;4;27;Yes;2;3;1;3;6;1;0;0;0;2 months;0;No;0;3;11;1;High Freq Visit;No;No;Yes;No;No
5430;1956;58;55-64 y.o.;Graduation;Together;54450.0;Middle Class;1;1;14/09/2012;0;Unknown;454;0;171;8;19;32;Yes;12;9;2;8;8;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
7755;1954;60;55-64 y.o.;PhD;Married;57744.0;Middle Class;0;1;12/11/2013;91;Unknown;350;3;39;0;0;19;Yes;2;9;1;4;8;0;0;0;0;3 months+;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
10525;1986;28;25-34 y.o.;Graduation;Single;26576.0;Middle Class;1;0;13/10/2012;40;Unknown;10;0;8;0;0;9;Yes;1;1;0;2;9;1;0;0;0;2 months;0;No;0;3;11;1;High Freq Visit;No;No;Yes;No;No
1453;1943;71;65+ y.o.;PhD;Widow;57513.0;Middle Class;0;0;06/07/2013;59;Unknown;735;40;183;52;20;30;Yes;2;9;3;13;6;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
8310;1964;50;45-54 y.o.;Graduation;Together;68142.0;Middle Class;0;1;29/08/2012;96;Unknown;897;126;196;91;112;37;Yes;3;10;4;7;6;0;0;0;0;3 months+;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
5031;1974;40;35-44 y.o.;Graduation;Together;83145.0;Upper Class;0;0;22/09/2012;14;Unknown;777;35;731;39;137;114;Yes;1;5;9;11;2;0;0;1;0;1 month;0;No;0;3;11;1;Low Freq Visit;No;No;No;No;Yes
2613;1960;54;45-54 y.o.;Master;Married;54197.0;Middle Class;0;1;03/04/2014;16;Unknown;162;6;37;6;13;13;Yes;2;1;3;6;1;0;0;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
213;1963;51;45-54 y.o.;PhD;Single;23091.0;Lower Class;1;1;28/05/2014;98;Unknown;35;0;11;0;0;2;Yes;4;2;1;3;7;0;0;0;0;3 months+;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
967;1976;38;35-44 y.o.;Graduation;Married;46049.0;Middle Class;1;1;21/07/2013;11;Unknown;342;9;112;19;14;19;Yes;10;5;2;9;7;0;0;0;0;1 month;0;No;0;3;11;1;High Freq Visit;No;No;No;No;No
1077;1974;40;35-44 y.o.;Graduation;Together;56715.0;Middle Class;0;0;05/12/2012;52;Unknown;258;105;239;237;172;9;Yes;1;7;3;4;4;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
7959;1961;53;45-54 y.o.;Graduation;Married;79410.0;Upper Class;0;0;29/05/2014;19;Unknown;658;80;483;123;13;13;Yes;1;3;2;5;1;0;0;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
640;1951;63;55-64 y.o.;Graduation;Married;57304.0;Middle Class;0;1;11/03/2013;61;Unknown;356;80;329;138;17;106;Yes;2;7;6;10;5;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
4252;1965;49;45-54 y.o.;Graduation;Married;44375.0;Middle Class;0;1;23/03/2014;73;Unknown;213;5;28;7;7;41;Yes;1;4;1;6;5;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
8432;1956;58;55-64 y.o.;Graduation;Together;54450.0;Middle Class;1;1;14/09/2012;0;Unknown;454;0;171;8;19;32;Yes;12;9;2;8;8;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
6218;1965;49;45-54 y.o.;Graduation;Married;59594.0;Middle Class;0;1;20/10/2012;74;Unknown;457;4;29;0;0;9;Yes;1;8;1;7;7;0;1;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;Yes;No
6905;1994;20;18-24 y.o.;Graduation;Together;80685.0;Upper Class;0;0;22/08/2012;55;Unknown;241;45;604;34;26;54;Yes;1;6;4;10;2;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
5922;1974;40;35-44 y.o.;PhD;Married;40344.0;Middle Class;0;1;13/10/2013;48;Unknown;210;0;6;0;0;2;Yes;2;4;1;5;7;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
3598;1972;42;35-44 y.o.;Graduation;Married;62710.0;Middle Class;0;1;23/05/2013;53;Unknown;441;35;83;7;29;11;Yes;4;4;2;12;4;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
6116;1968;46;45-54 y.o.;2n Cycle;Married;48985.0;Middle Class;0;1;05/07/2013;13;Unknown;19;13;18;10;7;8;Yes;1;1;1;3;3;0;0;0;0;1 month;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
6263;1968;46;45-54 y.o.;Graduation;Together;35322.0;Middle Class;1;2;22/08/2012;34;Unknown;28;9;37;12;7;13;Yes;3;2;0;4;8;0;0;0;0;2 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
10486;1948;66;65+ y.o.;Graduation;Married;77142.0;Upper Class;0;0;29/05/2013;54;Unknown;476;75;162;29;151;97;Yes;1;4;4;8;2;0;0;0;0;2 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
2410;1969;45;45-54 y.o.;Graduation;Single;81657.0;Upper Class;0;0;22/01/2014;69;Unknown;364;40;425;158;60;50;Yes;1;3;4;8;1;0;0;0;0;3 months;0;No;0;3;11;0;Low Freq Visit;No;No;No;No;No
193;1996;18;18-24 y.o.;Basic;Married;14421.0;Lower Class;0;0;17/02/2014;81;Unknown;0;0;2;3;3;8;Yes;1;1;0;2;5;1;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;Yes;No;No
3363;1974;40;35-44 y.o.;2n Cycle;Married;20130.0;Lower Class;0;0;17/03/2014;99;Unknown;0;6;3;7;6;12;Yes;1;1;0;3;8;0;0;0;0;3 months+;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
8278;1990;24;18-24 y.o.;PhD;Married;74214.0;Upper Class;0;0;26/08/2012;3;Unknown;863;83;547;86;99;33;Yes;1;8;2;5;5;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
10660;1957;57;55-64 y.o.;Master;Married;66726.0;Middle Class;1;1;12/01/2014;61;Unknown;349;7;35;0;0;47;Yes;3;8;2;4;7;0;1;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;Yes;No
8686;1979;35;35-44 y.o.;Basic;Together;23724.0;Lower Class;1;0;08/01/2013;65;Unknown;5;23;15;0;18;14;Yes;2;2;0;3;8;0;0;0;0;3 months;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
1604;1960;54;45-54 y.o.;Master;Married;47353.0;Middle Class;0;1;13/11/2013;93;Unknown;184;2;19;8;8;4;Yes;3;2;2;6;5;0;0;0;0;3 months+;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
5907;1952;62;55-64 y.o.;Master;Married;33444.0;Middle Class;1;1;03/11/2012;24;Unknown;8;0;8;0;0;2;Yes;1;1;0;2;8;0;0;0;0;1 month;0;No;0;3;11;0;High Freq Visit;No;No;No;No;No
